Argument ID	Self-direction: thought	Self-direction: action	Stimulation	Hedonism	Achievement	Power: dominance	Power: resources	Face	Security: personal	Security: societal	Tradition	Conformity: rules	Conformity: interpersonal	Humility	Benevolence: caring	Benevolence: dependability	Universalism: concern	Universalism: nature	Universalism: tolerance	Universalism: objectivity
A32174	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32175	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32176	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32177	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32178	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32179	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
A32180	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32181	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32182	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32183	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32184	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32185	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1
A32186	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0
A32187	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32188	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0
A32189	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32190	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32191	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32192	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32193	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32194	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32195	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32196	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32197	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32198	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32199	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32200	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32201	1	1	1	1	1	0	1	0	1	0	1	1	1	1	1	1	1	0	0	0
A32202	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32203	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32204	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32205	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32206	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32207	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32208	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32209	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32210	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
A32211	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32212	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32213	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32214	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32215	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32216	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32217	1	1	1	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	1	1
A32218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32219	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32220	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32221	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32222	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32223	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32224	1	1	1	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0
A32225	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32226	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32227	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
A32228	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32229	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32230	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32231	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32232	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32233	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0
A32234	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32235	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32236	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32237	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32238	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32239	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A32240	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32241	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32242	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32243	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32244	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32245	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32246	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32247	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32248	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32249	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32250	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32251	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32252	1	1	1	1	1	0	1	1	1	0	1	0	1	1	1	1	1	1	1	1
A32253	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32254	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32255	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1
A32256	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32257	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32258	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32259	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32260	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32261	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32262	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32263	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32264	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32265	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	1	1	1
A32266	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32267	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32268	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32269	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32270	1	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	0
A32271	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32272	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32273	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32274	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32275	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	1	1
A32276	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32277	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1
A32278	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32279	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32280	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32281	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
A32282	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32283	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32284	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
A32285	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32286	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32287	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
A32288	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32289	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32290	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32291	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0
A32292	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32293	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32294	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32295	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32296	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32297	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32298	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32299	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32300	1	1	1	1	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	1
A32301	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1
A32302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32303	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32304	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A32305	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32306	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32307	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A32308	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32309	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1
A32310	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	0	0
A32311	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32312	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32313	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32314	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32315	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	1	1	1	1	1
A32316	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32317	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1
A32318	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32319	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32320	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32321	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32322	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32323	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1
A32324	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32325	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32326	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32327	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32328	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32329	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32330	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32331	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32332	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32333	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32334	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32335	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32336	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32337	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32338	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32339	0	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32340	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32341	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32342	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1
A32343	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32344	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32345	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32346	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32347	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32348	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0
A32349	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32350	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32351	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32352	1	1	1	1	1	1	1	1	1	0	0	0	1	0	1	0	0	0	0	1
A32353	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32354	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32355	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32356	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32357	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32358	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32359	1	1	1	1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	1	0
A32360	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32361	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32362	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32363	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32364	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32365	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32366	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32367	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1
A32368	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32369	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	0
A32370	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32371	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1
A32372	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32373	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32374	0	1	1	0	1	0	1	1	1	0	1	0	1	1	0	1	1	1	1	1
A32375	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32376	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32377	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32378	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32379	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32380	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32381	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32382	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32383	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32384	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32385	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32386	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32387	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1
A32388	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0
A32389	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32390	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32391	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32392	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32393	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32394	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32395	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32396	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32397	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32398	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32399	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32400	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32401	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32402	1	1	1	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1
A32403	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32404	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32405	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32406	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32407	1	0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32408	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32409	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32410	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32411	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32412	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32413	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32414	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32415	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32416	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32417	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32418	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32419	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32420	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32421	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32422	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32423	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32424	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32425	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32426	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32427	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32428	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32429	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32430	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0
A32431	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32432	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32433	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32434	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32435	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32436	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	0
A32437	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32438	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32439	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0
A32440	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32441	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32442	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32443	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32444	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32445	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32446	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32447	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32448	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32449	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32450	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32451	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	1	0	1	1	1
A32452	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32453	0	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	1	1	1
A32454	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32455	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32456	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32457	1	1	1	1	1	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0
A32458	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32459	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32460	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32461	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32462	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32463	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32464	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1
A32465	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32466	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32467	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32468	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32469	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32470	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
A32471	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32472	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32473	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32474	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32475	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32476	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32477	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32478	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32479	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1
A32480	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32481	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
A32482	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
A32483	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1
A32484	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32485	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32486	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
A32487	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
