,Self-direction: thought,Self-direction: action,Stimulation,Hedonism,Achievement,Power: dominance,Power: resources,Face,Security: personal,Security: societal,Tradition,Conformity: rules,Conformity: interpersonal,Humility,Benevolence: caring,Benevolence: dependability,Universalism: concern,Universalism: nature,Universalism: tolerance,Universalism: objectivity
enshrining,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,1.0188075915056877e-05,0.0,0.0,0.0,0.0,0.0
assignation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
soros,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
computerized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,1.8822178262865776e-05,0.0,0.0,0.0,0.0
singular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
sad,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063074313320706e-06,0.0,8.834037610937125e-06,0.0,0.0,0.0,1.1945154195414978e-05,4.7631037700221636e-06,2.434557534141205e-05,1.561515240633285e-05,0.0
eueea,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
rubber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,1.200916312251984e-05,0.0,7.505301880347194e-06,0.0,0.0,0.0
bystanders,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,7.505301880347194e-06,0.0,0.0,0.0
battlefield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
folly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,1.0188075915056877e-05,0.0,0.0,0.0,0.0,1.1961259173676672e-05
assassinate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
stoop,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,0.0
organizers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5086177471874117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
reckless,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,1.8822178262865776e-05,0.0,0.0,0.0,0.0
conforming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,0.0,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
overthrow,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9107119125788717e-05,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,1.501044633928382e-05,0.0,0.0,0.0
profiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
programmed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,2.284497945888137e-05,0.0,0.0,0.0,0.0
intentionally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
unprotected,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
endangering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6209687401658412e-05,0.0,0.0,0.0,0.0,0.0,0.0,1.2734240118425747e-05,6.508550966164963e-05,0.0,1.1961259173676672e-05
vendetta,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
coldblooded,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
exceedingly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,1.409929743015839e-05
mates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
doctrines,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,3.504494509896289e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
magnet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,0.0,0.0,3.160729311901141e-05,8.77553093697426e-06,0.0,5.48439622065006e-06,0.0,0.0,1.0302867862285733e-05
arm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
urgency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,0.0,0.0,6.3671868341107225e-06,3.2544499189436754e-05,0.0,0.0
shores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
overheating,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8361728236541e-05,0.0,1.409929743015839e-05
cracks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,1.200916312251984e-05,0.0,7.505301880347194e-06,0.0,0.0,0.0
infiltrate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,1.8822178262865776e-05,0.0,0.0,0.0,0.0
beef,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,0.0,0.0,0.0,1.3754048134901598e-05,5.48439622065006e-06,0.0,1.7979806230794774e-05,0.0
slide,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,0.0,0.0,0.0,1.3754048134901598e-05,5.48439622065006e-06,0.0,0.0,1.0302867862285733e-05
bucks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,1.200916312251984e-05,0.0,7.505301880347194e-06,0.0,0.0,0.0
version,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9863811729354003e-05,0.0
underage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
lone,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,1.4575841383544007e-05,0.0,0.0,0.0,0.0,0.0
legitimize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,1.0188075915056877e-05,1.5967955391430575e-05,0.0,0.0,0.0,0.0
suspended,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3962264755183773e-05,0.0,0.0,0.0,0.0,3.510035673405594e-05,1.3754048134901598e-05,2.1936894700763825e-05,0.0,0.0,1.0302867862285733e-05
array,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9863811729354003e-05,0.0
mercy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
surplus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8361728236541e-05,0.0,1.409929743015839e-05
aught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,7.505301880347194e-06,0.0,0.0,0.0
murderers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
terrorizing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,7.505301880347194e-06,0.0,0.0,0.0
instills,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,2.4495365427777632e-05,1.1809099839984392e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.0873908613956618e-05,0.0
solitary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
wasps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65606520845657e-05,0.0,0.0
band,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,1.200916312251984e-05,0.0,7.505301880347194e-06,0.0,0.0,0.0
wipe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9107119125788717e-05,0.0,0.0,0.0,0.0,1.200916312251984e-05,0.0,1.501044633928382e-05,0.0,0.0,0.0
nsg,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
relapse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,0.0
gsm,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8361728236541e-05,0.0,1.409929743015839e-05
habitual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9107119125788717e-05,0.0,2.783933867305672e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
habitually,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6209687401658412e-05,0.0,2.3617740298173892e-05,0.0,0.0,0.0,1.5967955391430575e-05,1.2734240118425747e-05,0.0,0.0,0.0
electrocuted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5086177471874117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
antagonizing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,7.505301880347194e-06,0.0,0.0,0.0
pockets,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,0.0,0.0,8.77553093697426e-06,1.3754048134901598e-05,5.48439622065006e-06,0.0,0.0,0.0
cultlike,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
ingrain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5086177471874117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
illqualified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,7.505301880347194e-06,0.0,0.0,0.0
gangrelated,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5086177471874117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
caught,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0943117554500682e-05,0.0,3.0514227799023513e-05,0.0,0.0,8.77553093697426e-06,0.0,1.0968677407767435e-05,0.0,0.0,1.0302867862285733e-05
whims,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6209687401658412e-05,0.0,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,1.2734240118425747e-05,0.0,0.0,0.0
malfunction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4314206522161922e-05,0.0,1.1809099839984392e-05,0.0,0.0,0.0,4.790134653169736e-05,0.0,0.0,0.0,1.1961259173676672e-05
traffickingmurder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,3.66949309481863e-05,0.0,1.5967955391430575e-05,0.0,0.0,0.0,0.0
thee,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,0.0,0.0,8.77553093697426e-06,0.0,5.48439622065006e-06,0.0,0.0,1.0302867862285733e-05
lunatic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
shield,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409929743015839e-05
lukashenko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
harshest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
boss,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
bestowed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
coercion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,2.8873836592949287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409929743015839e-05
codified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,0.0,0.0,3.66949309481863e-05,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,0.0
denuclearization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,7.505301880347194e-06,0.0,0.0,0.0
autonamous,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,0.0,1.5967955391430575e-05,6.3671868341107225e-06,0.0,0.0,0.0
reformed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3190819779250298e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65606520845657e-05,0.0,0.0
reaffirming,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,0.0
liberalism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9863811729354003e-05,0.0
murdering,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
supposedly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,0.0,0.0,6.3671868341107225e-06,0.0,2.0873908613956618e-05,0.0
microwaves,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8361728236541e-05,0.0,1.409929743015839e-05
outlaws,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
politicized,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,2.8873836592949287e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409929743015839e-05
amass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,1.200916312251984e-05,0.0,0.0,0.0,0.0,0.0
oldfashioned,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2544499189436754e-05,2.0873908613956618e-05,1.1961259173676672e-05
factual,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,1.409929743015839e-05
mob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,0.0,0.0,0.0,1.3754048134901598e-05,5.48439622065006e-06,0.0,1.7979806230794774e-05,0.0
socities,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,2.1099159342370515e-05,1.0171804946059068e-05,6.354875034523733e-05,0.0,8.77553093697426e-06,0.0,0.0,0.0,0.0,0.0
electorates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,1.409929743015839e-05
ids,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,1.8822178262865776e-05,0.0,0.0,0.0,0.0
culprits,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,0.0,0.0,0.0,1.3754048134901598e-05,5.48439622065006e-06,0.0,1.7979806230794774e-05,0.0
illustrates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,0.0,3.160729311901141e-05,1.7550767358453794e-05,0.0,1.0968677407767435e-05,0.0,0.0,0.0
opponents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
democratization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,1.409929743015839e-05
bioweapons,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,1.409929743015839e-05
fringe,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,2.8873836592949287e-05,1.3919940083966657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
staffed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,2.284497945888137e-05,0.0,0.0,0.0,0.0
relative,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
warning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,0.0,0.0,8.77553093697426e-06,1.3754048134901598e-05,5.48439622065006e-06,0.0,0.0,0.0
noticeable,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,7.505301880347194e-06,0.0,0.0,0.0
frameworks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,1.6895002313013926e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
turkish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,0.0,0.0,2.4605055521730235e-05,0.0
minimises,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
rouge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
lock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,1.0171804946059068e-05,6.354875034523733e-05,0.0,0.0,0.0,5.48439622065006e-06,0.0,0.0,1.0302867862285733e-05
presents,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
​​of,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,2.8873836592949287e-05,1.3919940083966657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
objects,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,1.1809099839984392e-05,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,0.0
selfish,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,0.0,0.0,3.160729311901141e-05,8.77553093697426e-06,1.3754048134901598e-05,5.48439622065006e-06,0.0,0.0,0.0
halted,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,1.8822178262865776e-05,0.0,0.0,0.0,1.409929743015839e-05
additionally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9107119125788717e-05,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,2.8198039321419242e-05
commuting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
erroneously,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,3.8361728236541e-05,0.0,0.0
prejudiced,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,0.0,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,2.4605055521730235e-05,0.0
cybercrimes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.55368710017395e-06,0.0,1.3919940083966657e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.409929743015839e-05
repatriation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9107119125788717e-05,0.0,4.175819580923868e-05,0.0,0.0,0.0,0.0,7.505301880347194e-06,0.0,0.0,0.0
closest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6209687401658412e-05,0.0,4.723364321178358e-05,0.0,0.0,0.0,6.38667824571592e-05,1.2734240118425747e-05,0.0,0.0,0.0
vehicle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.063074313320706e-06,0.0,8.834037610937125e-06,5.5190996450967534e-05,0.0,7.6213976540327105e-06,1.1945154195414978e-05,4.7631037700221636e-06,0.0,0.0,0.0
charity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.981225573706492e-06,0.0,0.0,0.0,3.160729311901141e-05,8.77553093697426e-06,1.3754048134901598e-05,5.48439622065006e-06,0.0,0.0,0.0
grievances,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.104951898167625e-06,0.0,0.0,0.0,0.0,1.0188075915056877e-05,0.0,6.3671868341107225e-06,0.0,0.0,1.1961259173676672e-05
fortress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5086177471874117e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
perverse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.159556468502087e-05,0.0,0.0,0.0,0.0,0.0,0.0,9.109384944435752e-06,0.0,0.0,0.0
